rn,seqtab.match,rd_post_merge,rd_no_off,study,kelp_species,extraction_kit,wild_or_farmed,kelp_age_days,kelp_lifestage,id,sample_target,location,region,date_sampled,year_sampled,month_sampled,day_sampled,spore_release_date,library,treatment,diseased_tank,pink_health,remove_duplicate,area_swabbed,dual_swab,keep_dual_swab,with_kelp,sample_type,notes,tank_id,cycle_number,extra_DMSO_2percent_VbyV
spool_saccharina_2023124_570_S9-_-3,spool_saccharina_2023124_570_S9-_-3,20741,19630,cascadia,Saccharina latissima,zymo,farmed,42,Nursery,,spool,Farm 6,BC,2023-01-24,2023,1,24,2022-12-13,galliano,sulfitobacter2,no,,n,,,,yes,,,down,,
spool_saccharina_2023124_571_S5-_-3,spool_saccharina_2023124_571_S5-_-3,44976,44527,cascadia,Saccharina latissima,zymo,farmed,42,Nursery,,spool,Farm 6,BC,2023-01-24,2023,1,24,2022-12-13,galliano,sulfitobacter2,no,,n,,,,yes,,,down,,
spool_568_bacterial_manipulation_2_S313-_-5,spool_568_bacterial_manipulation_2_S313-_-5,5833,5748,cascadia,Saccharina latissima,zymo,farmed,42,Nursery,,spool,Farm 6,BC,2023-01-24,2023,1,24,2022-12-13,tree,sulfitobacter2,no,,n,,,,yes,,,,,
spool_570_bacterial_manipulation_3_S314-_-5,spool_570_bacterial_manipulation_3_S314-_-5,20906,20862,cascadia,Saccharina latissima,zymo,farmed,42,Nursery,,spool,Farm 6,BC,2023-01-24,2023,1,24,2022-12-13,tree,sulfitobacter2,no,,n,,,,yes,,,,,
spool_571_bacterial_manipulation_2_S251-_-5,spool_571_bacterial_manipulation_2_S251-_-5,10774,10762,cascadia,Saccharina latissima,zymo,farmed,42,Nursery,,spool,Farm 6,BC,2023-01-24,2023,1,24,2022-12-13,tree,sulfitobacter2,no,,n,,,,yes,,,,,
spool_saccharina_2023119_508_S277-_-4,spool_saccharina_2023119_508_S277-_-4,44154,41306,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,,control,no,,n,,,,yes,,,,,
spool_saccharina_2023119_513_S219-_-4,spool_saccharina_2023119_513_S219-_-4,284110,226046,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,,control,no,,n,,,,yes,,,,,
spool_saccharina_2023119_515_S231-_-4,spool_saccharina_2023119_515_S231-_-4,35691,23100,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,,control,no,,n,,,,yes,,,,,
spool_saccharina_2023119_508_S277-_-3,spool_saccharina_2023119_508_S277-_-3,44154,41306,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,galliano,control,no,,n,,,,yes,,,low_growth_1,35,no
spool_saccharina_2023119_513_S219-_-3,spool_saccharina_2023119_513_S219-_-3,284110,226046,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,galliano,control,no,,n,,,,yes,,,high_growth_1,35,no
spool_saccharina_2023119_515_S231-_-3,spool_saccharina_2023119_515_S231-_-3,35691,23100,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,galliano,control,no,,n,,,,yes,,,high_growth_2,35,no
spool_macro_2023119_532_S309-_-4,spool_macro_2023119_532_S309-_-4,5905,3821,cascadia,Macrocystis tenuifolia,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,original,control,no,,n,,,,yes,,,1,,
spool_macro_2023119_534_S261-_-4,spool_macro_2023119_534_S261-_-4,37417,19275,cascadia,Macrocystis tenuifolia,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,original,control,no,,n,,,,yes,,,2,,
spool_macro_2023119_535_S249-_-4,spool_macro_2023119_535_S249-_-4,33313,13240,cascadia,Macrocystis tenuifolia,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,original,control,no,,n,,,,yes,,,2,,
spool_saccharina_2023131_588_S239-_-4,spool_saccharina_2023131_588_S239-_-4,15195,14232,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,original,litorimonas,no,,n,,,,yes,,,,35,yes
spool_saccharina_2023131_589_S246-_-4,spool_saccharina_2023131_589_S246-_-4,26736,25756,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,original,litorimonas,no,,n,,,,yes,,,,35,yes
spool_saccharina_2023131_590A_S41-_-4,spool_saccharina_2023131_590A_S41-_-4,11056,9623,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,original,litorimonas,no,,n,,,,yes,,,,35,no
spool_saccharina_2023131_583_S307-_-4,spool_saccharina_2023131_583_S307-_-4,19502,17895,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,,maribacter,no,,n,,,,yes,,,,,
spool_saccharina_2023131_583_S307-_-3,spool_saccharina_2023131_583_S307-_-3,19502,17895,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,galliano,maribacter,no,,n,,,,yes,,,,35,no
spool_saccharina_2023131_582_S51-_-4,spool_saccharina_2023131_582_S51-_-4,6194,4452,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,original,maribacter,no,,n,,,,yes,,,,35,no
spool_saccharina_2023131_584_S238-_-4,spool_saccharina_2023131_584_S238-_-4,32352,28135,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,original,maribacter,no,,n,,,,yes,,,,35,no
spool_583_bacterial_manipulation_1_S311-_-5,spool_583_bacterial_manipulation_1_S311-_-5,17898,17834,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,tree,maribacter,no,,n,,,,yes,,,,,
spool_saccharina_2023131_585_S3-_-4,spool_saccharina_2023131_585_S3-_-4,8028,7898,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,original,sulfitobacter2,no,,n,,,,yes,,,,35,no
spool_saccharina_2023131_586_S234-_-4,spool_saccharina_2023131_586_S234-_-4,16624,15316,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,original,sulfitobacter2,no,,n,,,,yes,,,,35,no
spool_saccharina_2023131_587_S360-_-4,spool_saccharina_2023131_587_S360-_-4,7934,7046,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,original,sulfitobacter2,no,,n,,,,yes,,,,25,no
spool_saccharina_2023119_509_S224-_-4,spool_saccharina_2023119_509_S224-_-4,32342,30698,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,original,control,no,,n,,,,yes,,,low_growth_1,35,no
spool_saccharina_2023119_510_S184-_-4,spool_saccharina_2023119_510_S184-_-4,13271,12570,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,original,control,no,,n,,,,yes,,,low_growth_2,,
spool_saccharina_2023119_511_S297-_-4,spool_saccharina_2023119_511_S297-_-4,9525,8710,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,original,control,no,,n,,,,yes,,,low_growth_2,35,no
spool_508_bacterial_manipulation_4_S285-_-5,spool_508_bacterial_manipulation_4_S285-_-5,10504,10239,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,tree,control,no,,n,,,,yes,,,,,
spool_512_bacterial_manipulation_4_S131-_-5,spool_512_bacterial_manipulation_4_S131-_-5,12892,12680,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,tree,control,no,,n,,,,yes,,,,,
spool_513_bacterial_manipulation_4_S317-_-5,spool_513_bacterial_manipulation_4_S317-_-5,10855,10803,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,tree,control,no,,n,,,,yes,,,,,
seed_spool_saccharina_2023219_600_S305-_-4,seed_spool_saccharina_2023219_600_S305-_-4,17702,12606,cascadia,Saccharina latissima,zymo,farmed,68,Nursery,,spool,Farm 6,BC,2023-02-19,2023,2,19,2022-12-13,,litorimonas,no,,n,,,,yes,,,,,
seed_spool_saccharina_2023219_601_S222-_-3,seed_spool_saccharina_2023219_601_S222-_-3,43961,38464,cascadia,Saccharina latissima,zymo,farmed,68,Nursery,,spool,Farm 6,BC,2023-02-19,2023,2,19,2022-12-13,,litorimonas,no,,n,,,,yes,,,,,
seed_spool_600_bacterial_manipulation_1_S156-_-5,seed_spool_600_bacterial_manipulation_1_S156-_-5,13421,13263,cascadia,Saccharina latissima,zymo,farmed,68,Nursery,,spool,Farm 6,BC,2023-02-19,2023,2,19,2022-12-13,tree,litorimonas,no,,n,,,,yes,,,,,
seed_spool_596_bacterial_manipulation_1_S63-_-5,seed_spool_596_bacterial_manipulation_1_S63-_-5,21518,20712,cascadia,Saccharina latissima,zymo,farmed,68,Nursery,,spool,Farm 6,BC,2023-02-19,2023,2,19,2022-12-13,tree,maribacter,no,,n,,,,yes,,,,,
seed_spool_saccharina_2023219_598_S3-_-4,seed_spool_saccharina_2023219_598_S3-_-4,87744,69447,cascadia,Saccharina latissima,zymo,farmed,68,Nursery,,spool,Farm 6,BC,2023-02-19,2023,2,19,2022-12-13,,sulfitobacter2,no,,n,,,,yes,,,,,
seed_spool_saccharina_2023219_599_S4-_-4,seed_spool_saccharina_2023219_599_S4-_-4,48247,37156,cascadia,Saccharina latissima,zymo,farmed,68,Nursery,,spool,Farm 6,BC,2023-02-19,2023,2,19,2022-12-13,,sulfitobacter2,no,,n,,,,yes,,,,,
seed_spool_598_bacterial_manipulation_1_S96-_-5,seed_spool_598_bacterial_manipulation_1_S96-_-5,9204,9171,cascadia,Saccharina latissima,zymo,farmed,68,Nursery,,spool,Farm 6,BC,2023-02-19,2023,2,19,2022-12-13,tree,sulfitobacter2,no,,n,,,,yes,,,,,
seed_spool_599_bacterial_manipulation_2_S220-_-5,seed_spool_599_bacterial_manipulation_2_S220-_-5,4054,4047,cascadia,Saccharina latissima,zymo,farmed,68,Nursery,,spool,Farm 6,BC,2023-02-19,2023,2,19,2022-12-13,tree,sulfitobacter2,no,,n,,,,yes,,,,,
spool_514_bacterial_manipulation_1_S281-_-5,spool_514_bacterial_manipulation_1_S281-_-5,11434,10974,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,tree,control,no,,n,,,,yes,,,,,
spool_533_nursery_monitoring_1_S219-_-5,spool_533_nursery_monitoring_1_S219-_-5,8632,8622,cascadia,Macrocystis tenuifolia,zymo,farmed,37,Nursery,,spool,Farm 6,BC,2023-01-19,2023,1,19,2022-12-13,tree,control,no,,n,,,,yes,,,,,
spool_saccharina_2023124_556_S266-_-3,spool_saccharina_2023124_556_S266-_-3,65593,62176,cascadia,Saccharina latissima,zymo,farmed,42,Nursery,,spool,Farm 6,BC,2023-01-24,2023,1,24,2022-12-13,galliano,control,no,,n,,,,yes,,,low_growth_1,,
spool_saccharina_2023124_556_S266-_-4,spool_saccharina_2023124_556_S266-_-4,65593,62176,cascadia,Saccharina latissima,zymo,farmed,42,Nursery,,spool,Farm 6,BC,2023-01-24,2023,1,24,2022-12-13,,control,no,,n,,,,yes,,,,,
spool_saccharina_2023124_561_S265-_-4,spool_saccharina_2023124_561_S265-_-4,56419,46632,cascadia,Saccharina latissima,zymo,farmed,42,Nursery,,spool,Farm 6,BC,2023-01-24,2023,1,24,2022-12-13,,control,no,,n,,,,yes,,,,,
spool_saccharina_2023124_561_S265-_-3,spool_saccharina_2023124_561_S265-_-3,56419,46632,cascadia,Saccharina latissima,zymo,farmed,42,Nursery,,spool,Farm 6,BC,2023-01-24,2023,1,24,2022-12-13,galliano,control,no,,n,,,,yes,,,high_growth_1,,
spool_saccharina_2023124_557_S214-_-4,spool_saccharina_2023124_557_S214-_-4,41765,34910,cascadia,Saccharina latissima,zymo,farmed,42,Nursery,,spool,Farm 6,BC,2023-01-24,2023,1,24,2022-12-13,original,control,no,,n,,,,yes,,,low_growth_1,35,yes
spool_556_bacterial_manipulation_2_S189-_-5,spool_556_bacterial_manipulation_2_S189-_-5,14372,14355,cascadia,Saccharina latissima,zymo,farmed,42,Nursery,,spool,Farm 6,BC,2023-01-24,2023,1,24,2022-12-13,tree,control,no,,n,,,,yes,,,,,
spool_561_bacterial_manipulation_4_S68-_-5,spool_561_bacterial_manipulation_4_S68-_-5,12205,11745,cascadia,Saccharina latissima,zymo,farmed,42,Nursery,,spool,Farm 6,BC,2023-01-24,2023,1,24,2022-12-13,tree,control,no,,n,,,,yes,,,,,
spool_saccharina_2023131_591_S199-_-4,spool_saccharina_2023131_591_S199-_-4,26080,21224,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,original,control,no,,n,,,,yes,,,,35,no
spool_saccharina_2023131_593_S255-_-4,spool_saccharina_2023131_593_S255-_-4,27030,21969,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,original,control,no,,n,,,,yes,,,,35,yes
seed_spool_saccharina_2023219_603_S241-_-4,seed_spool_saccharina_2023219_603_S241-_-4,35830,30530,cascadia,Saccharina latissima,zymo,farmed,68,Nursery,,spool,Farm 6,BC,2023-02-19,2023,2,19,2022-12-13,,control,no,,n,,,,yes,,,,,
seed_spool_603_bacterial_manipulation_1_S342-_-5,seed_spool_603_bacterial_manipulation_1_S342-_-5,20631,20496,cascadia,Saccharina latissima,zymo,farmed,68,Nursery,,spool,Farm 6,BC,2023-02-19,2023,2,19,2022-12-13,tree,control,no,,n,,,,yes,,,,,
spool_or_meristem_saccharina_2023131_592_S243-_-3,spool_or_meristem_saccharina_2023131_592_S243-_-3,31629,29946,cascadia,Saccharina latissima,zymo,farmed,49,Nursery,,spool_or_meristem,Farm 6,BC,2023-01-31,2023,1,31,2022-12-13,galliano,control,no,,n,,,,yes,,,,25,no
spore_solution_saccharina_20221213_363_S237-_-4,spore_solution_saccharina_20221213_363_S237-_-4,54908,1165,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,spore_solution,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,,control,no,,n,,,,yes,,,,,
spore_solution_saccharina_20221213_363_S237-_-3,spore_solution_saccharina_20221213_363_S237-_-3,54908,1165,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,spore_solution,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,galliano,control,no,,n,,,,yes,,,,,
spore_solution_363_bacterial_manipulation_2_S35-_-5,spore_solution_363_bacterial_manipulation_2_S35-_-5,11361,11348,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,spore_solution,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,tree,control,no,,n,,,,yes,,,,,
spore_solution_macro_20221213_365_S283-_-4,spore_solution_macro_20221213_365_S283-_-4,42836,7913,cascadia,Macrocystis tenuifolia,zymo,farmed,0,Nursery,,spore_solution,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,original,control,no,,n,,,,yes,,,,35,yes
spore_solution_macro_20221213_366_S208-_-4,spore_solution_macro_20221213_366_S208-_-4,2653,1513,cascadia,Macrocystis tenuifolia,zymo,farmed,0,Nursery,,spore_solution,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,original,control,no,,n,,,,yes,,,,35,yes
sterile_sori_saccharina_20221213_345_S2-_-4,sterile_sori_saccharina_20221213_345_S2-_-4,24229,21733,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,original,control,no,,n,,,,yes,,,,,
sterile_sori_saccharina_20221213_347_S14-_-4,sterile_sori_saccharina_20221213_347_S14-_-4,6566,6028,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,original,control,no,,n,,,,yes,,,,,
sterile_sori_saccharina_20221213_348_S164-_-4,sterile_sori_saccharina_20221213_348_S164-_-4,12844,11255,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,original,control,no,,n,,,,yes,,,,35,yes
spool_during_transfer_NA_20221213_370_S238-_-3,spool_during_transfer_NA_20221213_370_S238-_-3,30113,28729,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,,control,no,,n,,,,no,,,,,
spool_during_transfer_NA_20221213_370_S238-_-4,spool_during_transfer_NA_20221213_370_S238-_-4,30113,28729,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,original,control,no,,n,,,,yes,,,,,
sterile_sori_macro_20221213_352_S256-_-4,sterile_sori_macro_20221213_352_S256-_-4,33964,20603,cascadia,Macrocystis tenuifolia,zymo,farmed,0,Nursery,,sterile_sori,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,original,control,no,,n,,,,yes,,,,25,no
sterile_sori_macro_20221213_353_S372-_-4,sterile_sori_macro_20221213_353_S372-_-4,11508,1561,cascadia,Macrocystis tenuifolia,zymo,farmed,0,Nursery,,sterile_sori,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,original,control,no,,n,,,,yes,,,,35,no
sterile_sori_macro_20221213_354_S39-_-4,sterile_sori_macro_20221213_354_S39-_-4,6955,4619,cascadia,Macrocystis tenuifolia,zymo,farmed,0,Nursery,,sterile_sori,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,original,control,no,,n,,,,yes,,,,35,no
sterile_sori_macro_20221213_351_S249-_-4,sterile_sori_macro_20221213_351_S249-_-4,47096,792,cascadia,Macrocystis tenuifolia,zymo,farmed,0,Nursery,,sterile_sori,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,,control,no,,n,,,,yes,,,,,
sterile_sori_macro_20221213_351_S249-_-3,sterile_sori_macro_20221213_351_S249-_-3,47096,792,cascadia,Macrocystis tenuifolia,zymo,farmed,0,Nursery,,sterile_sori,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,galliano,control,no,,n,,,,yes,,,,35,no
sterile_sori_macro_20221213_350_S365-_-4,sterile_sori_macro_20221213_350_S365-_-4,22793,10632,cascadia,Macrocystis tenuifolia,zymo,farmed,0,Nursery,,sterile_sori,Farm 6,BC,2022-12-13,2022,12,13,2022-12-13,original,control,no,,n,,,,yes,,,,,
unsterilized_sori_saccharina_20221212_336_S232-_-4,unsterilized_sori_saccharina_20221212_336_S232-_-4,36950,36623,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 6,BC,2022-12-12,2022,12,12,2022-12-13,original,control,no,,n,,,,yes,,,,,
unsterilized_sori_saccharina_20221212_338_S153-_-4,unsterilized_sori_saccharina_20221212_338_S153-_-4,8848,8728,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 6,BC,2022-12-12,2022,12,12,2022-12-13,original,control,no,,n,,,,yes,,,,,
unsterilized_sori_saccharina_20221212_339_S305-_-4,unsterilized_sori_saccharina_20221212_339_S305-_-4,1368,1319,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 6,BC,2022-12-12,2022,12,12,2022-12-13,original,control,no,,n,,,,yes,,,,,
unsterilized_sori_335_bacterial_manipulation_1_S218-_-5,unsterilized_sori_335_bacterial_manipulation_1_S218-_-5,24778,24778,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 6,BC,2022-12-12,2022,12,12,2022-12-13,tree,control,no,,n,,,,yes,,,,,
unsterilized_sori_macro_20221212_340_S112-_-4,unsterilized_sori_macro_20221212_340_S112-_-4,68750,68177,cascadia,Macrocystis tenuifolia,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 6,BC,2022-12-12,2022,12,12,2022-12-13,original,control,no,,n,,,,yes,,,,,
unsterilized_sori_macro_20221212_342_S113-_-4,unsterilized_sori_macro_20221212_342_S113-_-4,28976,28071,cascadia,Macrocystis tenuifolia,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 6,BC,2022-12-12,2022,12,12,2022-12-13,original,control,no,,n,,,,yes,,,,,
unsterilized_sori_macro_20221212_343_S114-_-4,unsterilized_sori_macro_20221212_343_S114-_-4,27981,27874,cascadia,Macrocystis tenuifolia,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 6,BC,2022-12-12,2022,12,12,2022-12-13,original,control,no,,n,,,,yes,,,,,
unsterilized_sori_macro_20221212_344_S299-_-4,unsterilized_sori_macro_20221212_344_S299-_-4,33324,32000,cascadia,Macrocystis tenuifolia,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 6,BC,2022-12-12,2022,12,12,2022-12-13,original,control,no,,n,,,,yes,,,,,
airline_saccharina_20221115_151_S325-_-4,airline_saccharina_20221115_151_S325-_-4,39143,39143,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,airline,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,control,pink_symptomatic,airline,n,,,y,yes,,"pre-media change, some pink rings",e2,,
airline_saccharina_20221115_131_S39-_-4,airline_saccharina_20221115_131_S39-_-4,43108,43066,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,airline,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,sulfitobacter2,pink_symptomatic,airline,n,,,,yes,,"pre-media change, pink rings all over spools",s1,35,yes
airline_saccharina_20221115_146_S51-_-4,airline_saccharina_20221115_146_S51-_-4,251111,251054,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,airline,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,maribacter,pink_symptomatic,airline,n,,,,yes,,"pre-media change, some pink rings",m1,,
airline_saccharina_20221212_256_S110-_-4,airline_saccharina_20221212_256_S110-_-4,44965,44936,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,airline,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,control,green_symptomatic,,n,,,,yes,,,,,
airline_saccharina_2022116_56_S347-_-4,airline_saccharina_2022116_56_S347-_-4,34759,34159,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,airline,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,control,no,,n,,225,y,no,,,,35,no
airline_saccharina_2022116_58_S18-_-4,airline_saccharina_2022116_58_S18-_-4,3904,3894,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,airline,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,difco,no,,n,,230,n,no,,,,35,no
airline_saccharina_2022116_62_S22-_-4,airline_saccharina_2022116_62_S22-_-4,16756,16718,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,airline,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,maribacter,no,,n,,230,n,no,,,,,
airline_saccharina_2022116_59_S19-_-4,airline_saccharina_2022116_59_S19-_-4,5909,5907,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,airline,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,litorimonas,no,,n,,232,n,no,,,,,
airline_saccharina_2022116_60_S20-_-4,airline_saccharina_2022116_60_S20-_-4,5819,5819,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,airline,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,litorimonas,no,,n,,232,n,no,,,,,
airline_saccharina_2022116_57_S17-_-4,airline_saccharina_2022116_57_S17-_-4,9150,9120,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,airline,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,difco,no,,n,,236,n,no,,,,35,no
airline_saccharina_2022116_61_S21-_-4,airline_saccharina_2022116_61_S21-_-4,13150,13147,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,airline,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,maribacter,no,,n,,236,n,no,,,,35,no
airline_saccharina_2022116_63_S23-_-4,airline_saccharina_2022116_63_S23-_-4,16579,16564,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,airline,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,sulfitobacter2,no,,n,,238,n,no,,,,,
airline_saccharina_20221115_141_S47-_-4,airline_saccharina_20221115_141_S47-_-4,49891,49703,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,airline,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,difco,no,,n,,,,yes,,pre-media change,,35,yes
airline_saccharina_20221115_136_S43-_-4,airline_saccharina_20221115_136_S43-_-4,31390,31371,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,airline,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,litorimonas,no,,n,,,,yes,,pre-media change,,,
airline_saccharina_20221124_172_S330-_-4,airline_saccharina_20221124_172_S330-_-4,8028,8028,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,airline,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,difco,no,,n,,,,yes,,,,,
airline_saccharina_20221124_175_S67-_-4,airline_saccharina_20221124_175_S67-_-4,36283,36262,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,airline,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,litorimonas,no,,n,,,,yes,,,,35,yes
airline_saccharina_20221124_173_S65-_-4,airline_saccharina_20221124_173_S65-_-4,28586,28582,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,airline,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,maribacter,no,,n,,,,yes,,,,35,yes
airline_saccharina_20221124_174_S66-_-4,airline_saccharina_20221124_174_S66-_-4,28877,28871,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,airline,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,sulfitobacter2,no,,n,,,,yes,,,,35,yes
airline_saccharina_20221114_108_S257-_-4,airline_saccharina_20221114_108_S257-_-4,93045,93031,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,airline,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,19-up,25,yes
airline_saccharina_20221114_112_S156-_-4,airline_saccharina_20221114_112_S156-_-4,14228,14215,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,airline,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,21-up,35,no
