rn,seqtab.match,rd_post_merge,rd_no_off,study,kelp_species,extraction_kit,wild_or_farmed,kelp_age_days,kelp_lifestage,id,sample_target,location,region,date_sampled,year_sampled,month_sampled,day_sampled,spore_release_date,library,treatment,diseased_tank,pink_health,remove_duplicate,area_swabbed,dual_swab,keep_dual_swab,with_kelp,sample_type,notes,tank_id,cycle_number,extra_DMSO_2percent_VbyV
spool_181_bacterial_manipulation_6_S134-_-5,spool_181_bacterial_manipulation_6_S134-_-5,12681,12660,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,spool,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,tree,maribacter,no,,n,,,,yes,,,,,
spool_saccharina_20221124_182_S72-_-4,spool_saccharina_20221124_182_S72-_-4,59576,59491,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,spool,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,sulfitobacter2,no,,n,,,,yes,,,,,
spool_saccharina_20221124_183_S73-_-4,spool_saccharina_20221124_183_S73-_-4,38368,38348,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,spool,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,sulfitobacter2,no,,n,,,,yes,,,,,
spool_saccharina_20221114_117_S59-_-4,spool_saccharina_20221114_117_S59-_-4,1847,1806,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,20-down,,
spool_106_nursery_monitoring_1_S2-_-5,spool_106_nursery_monitoring_1_S2-_-5,17532,17513,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,tree,control,no,,n,,,,yes,,,,,
spool_107_nursery_monitoring_1_S34-_-5,spool_107_nursery_monitoring_1_S34-_-5,17487,17482,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,tree,control,no,,n,,,,yes,,,,,
spool_110_nursery_monitoring_2_S282-_-5,spool_110_nursery_monitoring_2_S282-_-5,10737,10728,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,tree,control,no,,n,,,,yes,,,,,
spool_111_nursery_monitoring_1_S312-_-5,spool_111_nursery_monitoring_1_S312-_-5,23429,23411,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,tree,control,no,,n,,,,yes,,,,,
spool_118_nursery_monitoring_1_S187-_-5,spool_118_nursery_monitoring_1_S187-_-5,28233,28207,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,tree,control,no,,n,,,,yes,,,,,
spool_alaria_20221114_102_S78-_-4,spool_alaria_20221114_102_S78-_-4,9927,7882,cascadia,Alaria marginata,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,24-down,35,yes
spool_alaria_20221114_103_S260-_-4,spool_alaria_20221114_103_S260-_-4,25071,18810,cascadia,Alaria marginata,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,24-down,35,no
spool_alaria_20221114_94_S241-_-4,spool_alaria_20221114_94_S241-_-4,24806,21721,cascadia,Alaria marginata,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,29-up,,
spool_alaria_20221114_95_S345-_-4,spool_alaria_20221114_95_S345-_-4,5464,3915,cascadia,Alaria marginata,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,29-up,,
spool_alaria_20221114_98_S208-_-4,spool_alaria_20221114_98_S208-_-4,33773,30496,cascadia,Alaria marginata,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,30-up,35,no
spool_alaria_20221114_99_S366-_-4,spool_alaria_20221114_99_S366-_-4,25625,20381,cascadia,Alaria marginata,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,30-up,,
spool_saccharina_20221124_181_S284-_-4,spool_saccharina_20221124_181_S284-_-4,59402,59253,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-11-24,2022,11,24,,,maribacter,no,,n,,,,yes,,,,,
spool_saccharina_20221212_267_S292-_-3,spool_saccharina_20221212_267_S292-_-3,18427,17223,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,galliano,difco,no,,n,,,,yes,,,,,
spool_saccharina_20221212_266_S304-_-4,spool_saccharina_20221212_266_S304-_-4,5257,4657,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,difco,no,,n,,,,yes,,,,,
spool_266_bacterial_manipulation_5_S226-_-5,spool_266_bacterial_manipulation_5_S226-_-5,16530,16520,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,tree,difco,no,,n,,,,yes,,,,,
spool_267_bacterial_manipulation_5_S164-_-5,spool_267_bacterial_manipulation_5_S164-_-5,19471,19459,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,tree,difco,no,,n,,,,yes,,,,,
spool_saccharina_20221212_266_S304-_-3,spool_saccharina_20221212_266_S304-_-3,5257,4657,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,,,difco,no,,n,,,,yes,,,,,
spool_saccharina_20221212_264_S125-_-4,spool_saccharina_20221212_264_S125-_-4,11310,11283,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,litorimonas,no,,n,,,,yes,,,,,
spool_saccharina_20221212_263_S246-_-4,spool_saccharina_20221212_263_S246-_-4,39748,38131,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,litorimonas,no,,n,,,,yes,,,,,
spool_263_bacterial_manipulation_5_S71-_-5,spool_263_bacterial_manipulation_5_S71-_-5,19432,19432,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,tree,litorimonas,no,,n,,,,yes,,,,,
spool_saccharina_20221212_267_S292-_-4,spool_saccharina_20221212_267_S292-_-4,18427,17223,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,,,difco,no,,n,,,,yes,,,,,
spool_saccharina_20221212_270_S136-_-4,spool_saccharina_20221212_270_S136-_-4,6503,6411,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,maribacter,no,,n,,,,yes,,,,,
spool_saccharina_20221212_269_S272-_-4,spool_saccharina_20221212_269_S272-_-4,80823,73730,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,maribacter,no,,n,,,,yes,,,,,
spool_269_bacterial_manipulation_5_S349-_-5,spool_269_bacterial_manipulation_5_S349-_-5,10416,10416,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,tree,maribacter,no,,n,,,,yes,,,,,
spool_saccharina_20221212_263_S246-_-3,spool_saccharina_20221212_263_S246-_-3,39748,38131,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,,,litorimonas,no,,n,,,,yes,,,,,
spool_saccharina_20221212_269_S272-_-3,spool_saccharina_20221212_269_S272-_-3,80823,73730,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,,,maribacter,no,,n,,,,yes,,,,,
spool_saccharina_20221212_260_S11-_-3,spool_saccharina_20221212_260_S11-_-3,25618,25235,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,galliano,sulfitobacter2,no,,n,,,,yes,,,,,
spool_saccharina_20221212_261_S12-_-4,spool_saccharina_20221212_261_S12-_-4,13022,11992,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,sulfitobacter2,no,,n,,,,yes,,,,,
spool_260_bacterial_manipulation_5_S318-_-5,spool_260_bacterial_manipulation_5_S318-_-5,17140,17140,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,tree,sulfitobacter2,no,,n,,,,yes,,,,,
spool_saccharina_20221212_260_S11-_-4,spool_saccharina_20221212_260_S11-_-4,25618,25235,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,,,sulfitobacter2,no,,n,,,,yes,,,,,
spool_saccharina_20221212_261_S12-_-3,spool_saccharina_20221212_261_S12-_-3,13022,11992,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,,,sulfitobacter2,no,,n,,,,yes,,,,,
NA_NA_NANANA_799_S285-_-3,NA_NA_NANANA_799_S285-_-3,37320,25376,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,spool,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,galliano,sulfitobacter2,pink_symptomatic,,n,,,,yes,,"pre-media change, pink rings all over spools",,35,yes
spore_solution_saccharina_2022115_32_S261-_-3,spore_solution_saccharina_2022115_32_S261-_-3,24900,902,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,spore_solution,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,galliano,control,no,,n,,,,yes,,20 mL,,35,no
spore_solution_saccharina_2022115_32_S13-_-4,spore_solution_saccharina_2022115_32_S13-_-4,23418,979,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,spore_solution,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,yes,,20 mL,,35,no
spore_solution_saccharina_2022115_31_S308-_-4,spore_solution_saccharina_2022115_31_S308-_-4,30491,2874,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,spore_solution,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,yes,,20 mL,,35,no
spore_solution_32_bacterial_manipulation_1_S94-_-5,spore_solution_32_bacterial_manipulation_1_S94-_-5,1045,1045,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,spore_solution,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,tree,control,no,,n,,,,yes,,,,,
spore_solution_33_bacterial_manipulation_1_S126-_-5,spore_solution_33_bacterial_manipulation_1_S126-_-5,794,790,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,spore_solution,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,tree,control,no,,n,,,,yes,,,,,
spore_solution_saccharina_2022115_31_S308-_-3,spore_solution_saccharina_2022115_31_S308-_-3,30491,2874,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,spore_solution,Farm 3,BC,2022-11-05,2022,11,5,,,control,no,,n,,,,yes,,,,,
spore_solution_saccharina_2022115_32_S261-_-4,spore_solution_saccharina_2022115_32_S261-_-4,24900,902,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,spore_solution,Farm 3,BC,2022-11-05,2022,11,5,,,control,no,,n,,,,yes,,,,,
sterile_sori_saccharina_2022115_10_S147-_-4,sterile_sori_saccharina_2022115_10_S147-_-4,13044,5705,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,yes,,,,,
sterile_sori_saccharina_2022115_11_S290-_-4,sterile_sori_saccharina_2022115_11_S290-_-4,19862,18017,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,yes,,,,25,no
sterile_sori_saccharina_2022115_15_S243-_-4,sterile_sori_saccharina_2022115_15_S243-_-4,7148,4747,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,yes,,,,35,no
sterile_sori_saccharina_2022115_6_S314-_-4,sterile_sori_saccharina_2022115_6_S314-_-4,23731,10177,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,yes,,,,35,no
sterile_sori_saccharina_2022115_7_S170-_-4,sterile_sori_saccharina_2022115_7_S170-_-4,5378,5130,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,yes,,,,,
sterile_sori_saccharina_2022115_9_S26-_-4,sterile_sori_saccharina_2022115_9_S26-_-4,9483,4643,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,yes,,,,35,no
sterile_sori_saccharina_2022115_12_S93-_-4,sterile_sori_saccharina_2022115_12_S93-_-4,8094,6862,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,yes,,,,,
sterile_sori_saccharina_2022115_13_S148-_-4,sterile_sori_saccharina_2022115_13_S148-_-4,14182,1346,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,yes,,,,35,yes
sterile_sori_saccharina_2022115_14_S362-_-4,sterile_sori_saccharina_2022115_14_S362-_-4,13629,11827,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,sterile_sori,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,yes,,,,35,no
uninnoc_spool_saccharina_2022115_17_S218-_-4,uninnoc_spool_saccharina_2022115_17_S218-_-4,2707,2401,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,uninnoc_spool,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,no,,,,,
uninnoc_spool_16_bacterial_manipulation_4_S7-_-5,uninnoc_spool_16_bacterial_manipulation_4_S7-_-5,11004,10694,cascadia,Saccharina latissima,zymo,farmed,0,Nursery,,uninnoc_spool,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,tree,control,no,,n,,,,no,,,,,
unsterilized_sori_saccharina_2022114_1_S258-_-4,unsterilized_sori_saccharina_2022114_1_S258-_-4,22278,20891,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 3,BC,2022-11-04,2022,11,4,2022-11-05,original,control,no,,n,,,,yes,,,,,
unsterilized_sori_saccharina_2022114_3_S117-_-4,unsterilized_sori_saccharina_2022114_3_S117-_-4,31818,23943,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 3,BC,2022-11-04,2022,11,4,2022-11-05,original,control,no,,n,,,,yes,,,,,
unsterilized_sori_saccharina_2022114_5_S277-_-4,unsterilized_sori_saccharina_2022114_5_S277-_-4,1335,1299,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 3,BC,2022-11-04,2022,11,4,2022-11-05,original,control,no,,n,,,,yes,,,,,
unsterilized_sori_2_bacterial_manipulation_4_S224-_-5,unsterilized_sori_2_bacterial_manipulation_4_S224-_-5,5238,5238,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 3,BC,2022-11-04,2022,11,4,2022-11-05,tree,control,no,,n,,,,yes,,,,,
unsterilized_sori_4_bacterial_manipulation_4_S37-_-5,unsterilized_sori_4_bacterial_manipulation_4_S37-_-5,9227,9227,cascadia,Saccharina latissima,zymo,farmed,-1,Nursery,,unsterilized_sori,Farm 3,BC,2022-11-04,2022,11,4,2022-11-05,tree,control,no,,n,,,,yes,,,,,
NA_NA_NANANA_799_S285-_-4,NA_NA_NANANA_799_S285-_-4,37320,25376,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Nursery,BC,2022-01-01,2022,1,1,none,,sulfitobacter2,pink_asymptomatic,,n,,,,yes,,,,,
airline_saccharina_2022114_221_S168-_-4,airline_saccharina_2022114_221_S168-_-4,14210,14156,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,airline,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,airline,n,,,y,yes,,,p1,,
airline_saccharina_2022114_222_S182-_-4,airline_saccharina_2022114_222_S182-_-4,12764,12737,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,airline,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,airline,n,,,y,yes,,,p2,35,yes
airline_saccharina_2022114_228_S188-_-4,airline_saccharina_2022114_228_S188-_-4,8105,8081,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,airline,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,airline,n,,,y,yes,,,p3,35,yes
airline_saccharina_2022114_229_S135-_-4,airline_saccharina_2022114_229_S135-_-4,22084,22084,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,airline,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,airline,n,,,y,yes,,,p4,35,yes
airline_saccharina_2022114_240_S87-_-4,airline_saccharina_2022114_240_S87-_-4,53339,43121,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,airline,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,green_symptomatic,,n,,,,yes,,,,,
diseased_224_kelp_disease_2a_S4-_-5,diseased_224_kelp_disease_2a_S4-_-5,14145,14145,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,tree,control,pink_symptomatic,pink_diseased,n,leading_edge,224,n,yes,,,p1,,
diseased_twine_saccharina_2022114_234_S320-_-4,diseased_twine_saccharina_2022114_234_S320-_-4,20851,20659,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_asymptomatic,pink_diseased_duplicate,n,leading_edge,22,n,yes,,,16,35,yes
diseased_231_kelp_disease_3a_S222-_-5,diseased_231_kelp_disease_3a_S222-_-5,10629,10608,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,tree,control,pink_symptomatic,pink_diseased,n,leading_edge,231,n,yes,,,p4,,
diseased_saccharina_2022114_224_S262-_-4,diseased_saccharina_2022114_224_S262-_-4,26923,22260,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,pink_diseased,n,leading_edge,16,n,yes,,dual swab,p1,,
diseased_saccharina_2022114_226_S303-_-4,diseased_saccharina_2022114_226_S303-_-4,22281,20659,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,pink_diseased,n,leading_edge,226,y,yes,,,p2,,
diseased_saccharina_2022114_226_S83-_-4,diseased_saccharina_2022114_226_S83-_-4,67709,58222,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,pink_diseased,n,leading_edge,226,y,yes,,,p2,,
diseased_saccharina_2022114_231_S287-_-4,diseased_saccharina_2022114_231_S287-_-4,13552,13080,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,pink_diseased,n,leading_edge,23,y,yes,,,p4,,
diseased_saccharina_2022114_233_S316-_-4,diseased_saccharina_2022114_233_S316-_-4,2036,1998,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,pink_diseased,n,leading_edge,24,y,yes,,,p3,35,yes
healthy_230_kelp_disease_4_S99-_-5,healthy_230_kelp_disease_4_S99-_-5,9597,9597,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,tree,control,pink_asymptomatic,pink_healthy,n,healthy,230,y,yes,,,p4,,
healthy_232_kelp_disease_4_S192-_-5,healthy_232_kelp_disease_4_S192-_-5,8086,8077,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,tree,control,pink_asymptomatic,pink_healthy,n,healthy,232,y,yes,,,p3,,
healthy_232_kelp_disease_7_S13-_-5,healthy_232_kelp_disease_7_S13-_-5,17628,17616,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,tree,control,pink_asymptomatic,pink_healthy,n,healthy,232,y,yes,,,p3,,
diseased_saccharina_2022114_237_S298-_-4,diseased_saccharina_2022114_237_S298-_-4,27761,25084,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,pink_diseased,n,leading_edge,25,y,yes,,,p5,,
diseased_saccharina_2022114_239_S344-_-4,diseased_saccharina_2022114_239_S344-_-4,37195,24389,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_asymptomatic,pink_healthy,n,leading_edge,26,y,yes,,,p6,,
healthy_230_kelp_disease_4a_S130-_-5,healthy_230_kelp_disease_4a_S130-_-5,10930,10906,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,tree,control,pink_asymptomatic,pink_healthy,y,healthy,230,n,yes,,,p4,,
healthy_232_kelp_disease_4a_S161-_-5,healthy_232_kelp_disease_4a_S161-_-5,17389,17350,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,tree,control,pink_asymptomatic,pink_healthy,n,healthy,232,n,yes,,,p3,,
healthy_saccharina_2022114_223_S358-_-4,healthy_saccharina_2022114_223_S358-_-4,7433,6033,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_asymptomatic,pink_healthy,n,healthy,18,n,yes,,dual swab,p1,,
healthy_saccharina_2022114_225_S371-_-4,healthy_saccharina_2022114_225_S371-_-4,25227,15251,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_asymptomatic,pink_healthy,n,healthy,19,y,yes,,,p2,,
healthy_saccharina_2022114_230_S300-_-4,healthy_saccharina_2022114_230_S300-_-4,35319,32965,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_asymptomatic,pink_healthy,n,healthy,230,y,yes,,,p4,35,yes
NA_NA_NANANA_792_S374-_-4,NA_NA_NANANA_792_S374-_-4,80119,80032,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,pink_diseased_duplicate,n,,,,yes,,,p6,,
healthy_saccharina_2022114_230_S85-_-4,healthy_saccharina_2022114_230_S85-_-4,130628,112643,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_asymptomatic,pink_healthy,n,healthy,230,n,yes,,,p4,35,yes
healthy_saccharina_2022114_232_S274-_-3,healthy_saccharina_2022114_232_S274-_-3,75915,62761,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,galliano,control,pink_asymptomatic,pink_healthy,n,healthy,232,n,yes,,,p3,,
healthy_saccharina_2022114_232_S274-_-4,healthy_saccharina_2022114_232_S274-_-4,75915,62761,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,,,control,pink_asymptomatic,pink_healthy,n,healthy,21,y,yes,,,p3,,
healthy_saccharina_2022114_232_S86-_-4,healthy_saccharina_2022114_232_S86-_-4,12195,11416,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_asymptomatic,pink_healthy,n,healthy,232,n,yes,,,p3,,
healthy_saccharina_2022114_236a_S286-_-3,healthy_saccharina_2022114_236a_S286-_-3,34208,32944,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,,,control,pink_asymptomatic,pink_healthy,n,healthy,236,n,yes,,,p5,,
healthy_saccharina_2022114_236a_S286-_-4,healthy_saccharina_2022114_236a_S286-_-4,34208,32944,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_asymptomatic,pink_healthy_odd,n,healthy,236,n,yes,,,p5,,
healthy_saccharina_2022114_236b_S116-_-4,healthy_saccharina_2022114_236b_S116-_-4,26937,21465,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_asymptomatic,pink_healthy,n,healthy,17,y,yes,,,p5,,
healthy_saccharina_2022114_238_S375-_-4,healthy_saccharina_2022114_238_S375-_-4,27726,27389,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,original,control,pink_symptomatic,pink_diseased,n,healthy,20,y,yes,,,p6,,
NA_NA_NANANA_785_S226-_-3,NA_NA_NANANA_785_S226-_-3,24397,23218,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,galliano,control,pink_asymptomatic,pink_diseased,n,,,,yes,,,p4,35,yes
diseased_224_kelp_disease_2_S344-_-5,diseased_224_kelp_disease_2_S344-_-5,12735,12735,cascadia,Saccharina latissima,zymo,farmed,unknown,Nursery,,spool,Farm 2,BC,2022-11-04,2022,11,4,unknown,tree,control,pink_symptomatic,pink_diseased,y,leading_edge,224,n,yes,,,p1,,
